id,merchant_id,shopper_id,amount_cents,created_at,completed_at
600,4,298,14425,19/01/2018 05:52:00,
483,13,221,38599,16/01/2018 00:33:00,18/01/2018 02:15:18
484,1,257,27583,16/01/2018 01:06:00,17/01/2018 09:57:07
485,1,175,3450,16/01/2018 01:39:00,18/01/2018 17:26:35
486,6,212,31467,16/01/2018 02:12:00,18/01/2018 07:46:38
487,9,277,4061,16/01/2018 02:45:00,18/01/2018 00:42:13
488,12,49,8681,16/01/2018 03:18:00,17/01/2018 06:16:46
490,4,145,9052,16/01/2018 04:24:00,18/01/2018 22:12:49
491,7,50,40852,16/01/2018 04:57:00,17/01/2018 14:35:39
492,7,294,38560,16/01/2018 05:30:00,17/01/2018 14:00:29
493,5,9,5499,16/01/2018 06:03:00,18/01/2018 04:07:36
494,3,148,35866,16/01/2018 06:36:00,18/01/2018 12:01:26
496,7,54,243,16/01/2018 07:42:00,18/01/2018 23:14:24
497,2,28,16229,16/01/2018 08:15:00,18/01/2018 02:15:39
498,8,90,27709,16/01/2018 08:48:00,17/01/2018 15:50:25
499,7,396,38922,16/01/2018 09:21:00,19/01/2018 01:02:49
500,14,118,30880,16/01/2018 09:54:00,18/01/2018 08:43:38
503,6,326,43642,16/01/2018 11:33:00,18/01/2018 17:35:15
504,10,36,41782,16/01/2018 12:06:00,19/01/2018 04:58:37
505,8,173,4169,16/01/2018 12:39:00,19/01/2018 02:32:39
508,12,251,41607,16/01/2018 14:18:00,18/01/2018 13:37:57
510,8,58,29611,16/01/2018 15:24:00,17/01/2018 20:07:24
511,1,392,27952,16/01/2018 15:57:00,18/01/2018 05:08:00
513,3,110,23651,16/01/2018 17:03:00,18/01/2018 22:44:35
514,3,257,20027,16/01/2018 17:36:00,18/01/2018 23:07:52
515,14,302,5719,16/01/2018 18:09:00,19/01/2018 04:34:03
516,9,32,38816,16/01/2018 18:42:00,18/01/2018 22:58:28
517,8,109,24405,16/01/2018 19:15:00,19/01/2018 04:52:55
519,1,358,7001,16/01/2018 20:21:00,18/01/2018 21:20:09
520,2,344,3291,16/01/2018 20:54:00,18/01/2018 18:19:36
521,12,369,8692,16/01/2018 21:27:00,19/01/2018 10:02:21
522,8,39,39723,16/01/2018 22:00:00,18/01/2018 04:46:29
525,5,278,41768,16/01/2018 23:39:00,18/01/2018 05:53:14
527,12,249,21443,17/01/2018 01:24:00,18/01/2018 06:06:30
528,1,125,36308,17/01/2018 02:06:00,18/01/2018 06:14:57
529,10,18,38937,17/01/2018 02:48:00,19/01/2018 18:58:17
533,11,50,3928,17/01/2018 05:36:00,19/01/2018 01:37:36
534,10,184,8434,17/01/2018 06:18:00,19/01/2018 19:37:42
536,4,330,44811,17/01/2018 07:42:00,18/01/2018 08:18:21
539,12,65,5402,17/01/2018 09:48:00,18/01/2018 15:57:39
540,1,185,21746,17/01/2018 10:30:00,18/01/2018 14:33:20
541,13,262,28794,17/01/2018 11:12:00,18/01/2018 12:00:00
542,14,278,31502,17/01/2018 11:54:00,19/01/2018 23:19:12
543,10,325,44792,17/01/2018 12:36:00,19/01/2018 01:44:06
545,11,36,32981,17/01/2018 14:00:00,18/01/2018 19:35:01
546,9,254,35797,17/01/2018 14:42:00,18/01/2018 18:28:01
548,13,212,34143,17/01/2018 16:06:00,20/01/2018 09:11:39
549,5,64,9415,17/01/2018 16:48:00,19/01/2018 01:10:17
550,3,106,8241,17/01/2018 17:30:00,19/01/2018 17:28:05
552,6,183,28289,17/01/2018 18:54:00,20/01/2018 08:47:22
553,6,278,11881,17/01/2018 19:36:00,18/01/2018 20:35:28
554,6,294,23888,17/01/2018 20:18:00,19/01/2018 17:15:34
555,8,68,13698,17/01/2018 21:00:00,20/01/2018 14:14:30
556,8,27,7009,17/01/2018 21:42:00,20/01/2018 14:14:51
557,13,125,38420,17/01/2018 22:24:00,19/01/2018 17:09:08
561,8,186,38787,18/01/2018 01:36:00,20/01/2018 15:51:07
562,6,231,29644,18/01/2018 02:24:00,20/01/2018 12:05:33
563,1,317,28260,18/01/2018 03:12:00,20/01/2018 20:04:18
565,4,60,7501,18/01/2018 04:48:00,20/01/2018 07:34:40
566,11,120,23429,18/01/2018 05:36:00,20/01/2018 07:20:43
569,2,259,24057,18/01/2018 08:00:00,20/01/2018 12:55:51
570,2,141,14254,18/01/2018 08:48:00,21/01/2018 02:09:39
571,14,313,31666,18/01/2018 09:36:00,19/01/2018 11:43:38
572,12,292,36359,18/01/2018 10:24:00,20/01/2018 04:28:53
573,3,131,22218,18/01/2018 11:12:00,20/01/2018 21:10:08
576,13,36,28513,18/01/2018 13:36:00,21/01/2018 01:24:29
578,6,358,9373,18/01/2018 15:12:00,21/01/2018 02:03:45
580,10,76,20844,18/01/2018 16:48:00,20/01/2018 22:47:38
581,5,80,22728,18/01/2018 17:36:00,20/01/2018 07:41:58
582,8,237,39341,18/01/2018 18:24:00,20/01/2018 02:40:30
583,3,173,23442,18/01/2018 19:12:00,21/01/2018 02:19:38
585,14,22,38923,18/01/2018 20:48:00,20/01/2018 22:51:20
586,4,132,14929,18/01/2018 21:36:00,21/01/2018 05:56:26
587,7,303,20313,18/01/2018 22:24:00,21/01/2018 00:36:25
588,6,84,35641,18/01/2018 23:12:00,20/01/2018 18:04:38
589,6,74,11518,19/01/2018 00:00:00,20/01/2018 20:19:34
591,7,336,19193,19/01/2018 01:04:00,21/01/2018 12:55:59
594,8,365,15762,19/01/2018 02:40:00,20/01/2018 13:14:29
595,10,137,2888,19/01/2018 03:12:00,20/01/2018 14:54:31
596,12,89,27653,19/01/2018 03:44:00,20/01/2018 09:35:46
597,13,62,18519,19/01/2018 04:16:00,21/01/2018 22:17:06
615,8,75,22311,19/01/2018 13:52:00,
651,5,125,28514,20/01/2018 12:18:00,
653,14,51,37792,20/01/2018 13:40:00,
658,2,135,8090,20/01/2018 17:05:00,
661,14,374,27967,20/01/2018 19:08:00,
664,10,299,39670,20/01/2018 21:11:00,
667,4,71,14837,20/01/2018 23:14:00,
670,12,196,3860,21/01/2018 02:24:00,
679,7,202,29180,21/01/2018 13:12:00,
690,5,344,3208,22/01/2018 02:24:00,
692,9,300,20729,22/01/2018 04:48:00,
694,7,27,17180,22/01/2018 07:12:00,
696,4,290,9055,22/01/2018 09:36:00,
697,12,398,7912,22/01/2018 10:48:00,
705,10,394,33773,22/01/2018 20:24:00,
707,2,371,41401,22/01/2018 22:48:00,
708,1,387,16002,23/01/2018 00:00:00,
714,6,145,41098,23/01/2018 05:30:00,
718,11,267,20083,23/01/2018 09:10:00,
603,13,12,3322,19/01/2018 07:28:00,20/01/2018 23:52:13
604,2,223,5654,19/01/2018 08:00:00,20/01/2018 11:11:20
605,5,145,14594,19/01/2018 08:32:00,21/01/2018 13:32:26
606,4,327,7617,19/01/2018 09:04:00,20/01/2018 17:20:08
607,3,239,18147,19/01/2018 09:36:00,21/01/2018 11:27:05
608,6,161,23967,19/01/2018 10:08:00,22/01/2018 03:32:45
610,3,136,20467,19/01/2018 11:12:00,20/01/2018 16:49:38
611,5,31,10862,19/01/2018 11:44:00,20/01/2018 18:21:16
612,9,240,31657,19/01/2018 12:16:00,20/01/2018 23:55:02
613,2,298,15262,19/01/2018 12:48:00,21/01/2018 10:32:09
614,4,399,37266,19/01/2018 13:20:00,20/01/2018 17:21:49
617,6,36,32653,19/01/2018 14:56:00,21/01/2018 14:09:51
618,2,373,44766,19/01/2018 15:28:00,21/01/2018 09:19:06
619,11,104,8729,19/01/2018 16:00:00,20/01/2018 17:38:19
620,12,396,7438,19/01/2018 16:32:00,20/01/2018 23:17:06
621,13,387,42951,19/01/2018 17:04:00,20/01/2018 23:04:15
623,7,231,4855,19/01/2018 18:08:00,21/01/2018 16:39:39
624,2,247,44874,19/01/2018 18:40:00,22/01/2018 12:49:37
625,8,198,35527,19/01/2018 19:12:00,21/01/2018 23:19:31
626,4,189,39227,19/01/2018 19:44:00,20/01/2018 21:14:25
627,14,152,27496,19/01/2018 20:16:00,22/01/2018 09:45:11
628,13,176,27083,19/01/2018 20:48:00,22/01/2018 09:18:28
630,5,145,3166,19/01/2018 21:52:00,21/01/2018 01:59:28
631,13,199,38975,19/01/2018 22:24:00,21/01/2018 07:30:41
632,12,111,34669,19/01/2018 22:56:00,21/01/2018 02:36:28
633,9,383,35105,19/01/2018 23:28:00,21/01/2018 06:12:20
634,9,210,23547,20/01/2018 00:41:00,21/01/2018 06:37:03
636,2,274,35889,20/01/2018 02:03:00,21/01/2018 06:43:55
637,5,259,5652,20/01/2018 02:44:00,22/01/2018 09:10:19
638,6,278,28255,20/01/2018 03:25:00,21/01/2018 17:07:23
639,3,278,5415,20/01/2018 04:06:00,21/01/2018 16:28:10
640,1,228,27202,20/01/2018 04:47:00,22/01/2018 18:37:12
642,10,29,25106,20/01/2018 06:09:00,21/01/2018 18:11:55
643,8,214,14414,20/01/2018 06:50:00,22/01/2018 05:16:16
644,3,265,15380,20/01/2018 07:31:00,22/01/2018 04:33:53
645,10,394,17584,20/01/2018 08:12:00,21/01/2018 13:35:52
646,5,339,4956,20/01/2018 08:53:00,23/01/2018 02:49:25
647,12,379,24815,20/01/2018 09:34:00,23/01/2018 02:48:16
649,11,318,40756,20/01/2018 10:56:00,21/01/2018 17:59:37
650,1,138,42945,20/01/2018 11:37:00,22/01/2018 16:10:11
652,4,137,3848,20/01/2018 12:59:00,22/01/2018 20:37:48
654,9,257,14259,20/01/2018 14:21:00,22/01/2018 18:55:13
655,2,283,42859,20/01/2018 15:02:00,21/01/2018 18:51:00
657,8,46,11062,20/01/2018 16:24:00,21/01/2018 23:21:35
659,5,60,29745,20/01/2018 17:46:00,22/01/2018 23:20:39
660,11,119,17012,20/01/2018 18:27:00,21/01/2018 21:10:39
662,14,278,19003,20/01/2018 19:49:00,22/01/2018 06:42:42
663,8,306,36339,20/01/2018 20:30:00,23/01/2018 08:57:48
666,2,299,36391,20/01/2018 22:33:00,23/01/2018 02:22:48
668,3,265,38272,20/01/2018 23:55:00,23/01/2018 13:09:10
669,3,393,16287,21/01/2018 01:12:00,22/01/2018 10:48:39
671,9,42,29064,21/01/2018 03:36:00,22/01/2018 05:41:15
672,7,125,11202,21/01/2018 04:48:00,23/01/2018 23:17:12
673,8,340,5147,21/01/2018 06:00:00,22/01/2018 19:46:34
675,9,113,27175,21/01/2018 08:24:00,23/01/2018 22:07:54
676,4,341,32899,21/01/2018 09:36:00,22/01/2018 22:10:15
677,8,45,30596,21/01/2018 10:48:00,23/01/2018 08:21:06
678,5,56,15681,21/01/2018 12:00:00,23/01/2018 16:01:46
680,14,37,32320,21/01/2018 14:24:00,24/01/2018 00:23:47
682,1,22,31634,21/01/2018 16:48:00,22/01/2018 18:10:27
683,9,332,15631,21/01/2018 18:00:00,23/01/2018 16:48:01
684,7,369,32423,21/01/2018 19:12:00,23/01/2018 13:27:38
685,11,392,26242,21/01/2018 20:24:00,23/01/2018 14:35:12
686,14,137,35449,21/01/2018 21:36:00,23/01/2018 09:31:12
688,5,69,6329,22/01/2018 00:00:00,24/01/2018 11:02:49
689,2,16,336,22/01/2018 01:12:00,23/01/2018 01:39:58
691,14,205,31170,22/01/2018 03:36:00,23/01/2018 08:29:28
693,6,297,30311,22/01/2018 06:00:00,23/01/2018 19:28:55
695,5,91,11310,22/01/2018 08:24:00,24/01/2018 09:10:28
698,13,306,3548,22/01/2018 12:00:00,25/01/2018 04:28:05
700,5,245,25679,22/01/2018 14:24:00,24/01/2018 11:25:21
701,8,74,29722,22/01/2018 15:36:00,24/01/2018 16:29:46
702,14,358,22982,22/01/2018 16:48:00,24/01/2018 04:51:21
703,6,134,3779,22/01/2018 18:00:00,24/01/2018 15:20:23
704,12,113,43710,22/01/2018 19:12:00,25/01/2018 03:13:57
709,14,188,18340,23/01/2018 00:55:00,25/01/2018 02:20:13
710,8,201,36965,23/01/2018 01:50:00,24/01/2018 13:54:28
711,4,290,28193,23/01/2018 02:45:00,25/01/2018 13:03:37
712,6,174,32348,23/01/2018 03:40:00,24/01/2018 23:32:03
713,5,332,43702,23/01/2018 04:35:00,24/01/2018 09:29:39
716,14,139,26786,23/01/2018 07:20:00,24/01/2018 10:11:06
717,3,295,28253,23/01/2018 08:15:00,25/01/2018 17:41:49
719,3,54,37505,23/01/2018 10:05:00,25/01/2018 21:48:05
720,3,102,19242,23/01/2018 11:00:00,24/01/2018 11:00:29
728,11,391,32933,23/01/2018 18:20:00,
730,6,266,21137,23/01/2018 20:10:00,
745,2,121,25260,24/01/2018 08:26:00,
756,12,58,15601,24/01/2018 16:52:00,
767,8,368,29450,25/01/2018 01:04:00,
768,12,193,19344,25/01/2018 01:36:00,
775,7,67,33738,25/01/2018 05:20:00,
779,6,59,21961,25/01/2018 07:28:00,
780,12,38,27535,25/01/2018 08:00:00,
787,7,357,18251,25/01/2018 11:44:00,
799,4,324,29017,25/01/2018 18:08:00,
800,8,187,11453,25/01/2018 18:40:00,
802,10,319,26036,25/01/2018 19:44:00,
811,12,287,18229,26/01/2018 01:06:00,
813,4,7,28328,26/01/2018 02:12:00,
827,9,111,22863,26/01/2018 09:54:00,
831,13,297,12784,26/01/2018 12:06:00,
833,7,355,3664,26/01/2018 13:12:00,
723,4,370,16207,23/01/2018 13:45:00,26/01/2018 01:12:31
724,6,391,40835,23/01/2018 14:40:00,26/01/2018 05:08:40
725,11,124,34675,23/01/2018 15:35:00,25/01/2018 16:33:29
726,11,4,16191,23/01/2018 16:30:00,25/01/2018 23:52:04
727,1,99,36728,23/01/2018 17:25:00,26/01/2018 11:17:31
729,14,213,34713,23/01/2018 19:15:00,24/01/2018 23:42:02
732,9,132,41595,23/01/2018 22:00:00,26/01/2018 00:47:32
733,5,147,45036,23/01/2018 22:55:00,25/01/2018 06:35:59
734,1,192,21872,23/01/2018 23:50:00,26/01/2018 04:55:08
735,5,355,3187,24/01/2018 00:46:00,26/01/2018 05:00:17
736,1,7,20863,24/01/2018 01:32:00,26/01/2018 01:51:56
738,14,83,40633,24/01/2018 03:04:00,26/01/2018 01:38:31
739,13,289,29568,24/01/2018 03:50:00,25/01/2018 15:39:19
740,2,400,27718,24/01/2018 04:36:00,26/01/2018 11:58:23
741,9,264,41661,24/01/2018 05:22:00,26/01/2018 11:27:27
742,7,62,24622,24/01/2018 06:08:00,25/01/2018 13:38:45
744,6,80,33979,24/01/2018 07:40:00,26/01/2018 15:34:53
746,2,289,14885,24/01/2018 09:12:00,26/01/2018 04:50:10
747,12,70,37805,24/01/2018 09:58:00,26/01/2018 07:19:59
748,4,394,10217,24/01/2018 10:44:00,26/01/2018 12:01:06
749,5,175,279,24/01/2018 11:30:00,26/01/2018 14:12:15
750,12,89,44117,24/01/2018 12:16:00,26/01/2018 18:18:06
752,14,237,20468,24/01/2018 13:48:00,26/01/2018 15:53:04
753,6,227,36030,24/01/2018 14:34:00,27/01/2018 08:46:04
754,3,94,30859,24/01/2018 15:20:00,26/01/2018 21:06:32
755,7,383,15361,24/01/2018 16:06:00,26/01/2018 03:54:33
757,14,277,26805,24/01/2018 17:38:00,26/01/2018 10:32:43
759,7,388,3624,24/01/2018 19:10:00,27/01/2018 03:15:36
760,11,313,42478,24/01/2018 19:56:00,27/01/2018 10:15:28
761,11,132,14844,24/01/2018 20:42:00,26/01/2018 09:35:19
762,7,313,38646,24/01/2018 21:28:00,26/01/2018 18:29:59
763,6,348,18428,24/01/2018 22:14:00,27/01/2018 11:27:59
765,8,244,24418,24/01/2018 23:46:00,26/01/2018 09:05:42
766,12,245,10879,25/01/2018 00:32:00,26/01/2018 04:46:43
769,11,226,28393,25/01/2018 02:08:00,27/01/2018 13:49:25
770,12,259,29042,25/01/2018 02:40:00,26/01/2018 13:56:31
771,14,286,27067,25/01/2018 03:12:00,26/01/2018 12:23:57
772,4,323,37063,25/01/2018 03:44:00,27/01/2018 14:10:48
774,10,193,13614,25/01/2018 04:48:00,27/01/2018 18:02:58
776,5,110,40642,25/01/2018 05:52:00,27/01/2018 10:47:39
777,2,164,42116,25/01/2018 06:24:00,27/01/2018 10:23:29
778,13,194,41318,25/01/2018 06:56:00,27/01/2018 13:56:41
781,9,141,23934,25/01/2018 08:32:00,27/01/2018 01:35:42
783,11,102,13770,25/01/2018 09:36:00,26/01/2018 11:02:28
784,7,162,26422,25/01/2018 10:08:00,28/01/2018 02:03:49
785,3,278,4839,25/01/2018 10:40:00,27/01/2018 09:26:39
786,7,162,31528,25/01/2018 11:12:00,27/01/2018 23:53:03
788,7,38,39362,25/01/2018 12:16:00,27/01/2018 00:23:42
790,9,297,11358,25/01/2018 13:20:00,28/01/2018 07:26:51
791,1,212,44285,25/01/2018 13:52:00,28/01/2018 00:46:10
792,10,135,37036,25/01/2018 14:24:00,27/01/2018 21:54:53
793,4,208,6242,25/01/2018 14:56:00,27/01/2018 00:31:03
794,4,119,36887,25/01/2018 15:28:00,27/01/2018 03:37:03
795,12,268,28798,25/01/2018 16:00:00,27/01/2018 18:25:14
797,13,18,18829,25/01/2018 17:04:00,27/01/2018 07:28:20
798,12,78,18286,25/01/2018 17:36:00,26/01/2018 19:34:04
801,2,201,43632,25/01/2018 19:12:00,27/01/2018 01:38:30
803,5,63,11673,25/01/2018 20:16:00,27/01/2018 14:29:39
804,2,186,39863,25/01/2018 20:48:00,28/01/2018 07:38:16
806,4,255,34241,25/01/2018 21:52:00,28/01/2018 11:24:48
807,10,77,36736,25/01/2018 22:24:00,27/01/2018 10:48:43
808,13,151,7321,25/01/2018 22:56:00,27/01/2018 03:42:00
809,7,277,44329,25/01/2018 23:28:00,28/01/2018 00:43:40
810,6,99,41272,26/01/2018 00:33:00,28/01/2018 01:16:57
814,6,18,9207,26/01/2018 02:45:00,27/01/2018 20:41:34
815,3,206,31574,26/01/2018 03:18:00,27/01/2018 21:49:51
816,12,49,40506,26/01/2018 03:51:00,28/01/2018 21:47:31
817,12,76,34330,26/01/2018 04:24:00,28/01/2018 22:39:45
818,10,364,3969,26/01/2018 04:57:00,27/01/2018 07:37:23
819,12,376,37061,26/01/2018 05:30:00,28/01/2018 04:21:36
821,10,328,29334,26/01/2018 06:36:00,28/01/2018 05:51:06
822,4,167,34877,26/01/2018 07:09:00,27/01/2018 07:39:19
823,6,89,43454,26/01/2018 07:42:00,28/01/2018 08:41:12
824,1,310,23464,26/01/2018 08:15:00,29/01/2018 00:52:07
825,3,366,39616,26/01/2018 08:48:00,28/01/2018 20:03:37
828,10,205,44694,26/01/2018 10:27:00,28/01/2018 23:27:59
829,7,86,40352,26/01/2018 11:00:00,28/01/2018 00:39:48
830,6,209,40350,26/01/2018 11:33:00,27/01/2018 16:24:58
832,3,174,23627,26/01/2018 12:39:00,28/01/2018 20:44:32
834,3,91,15721,26/01/2018 13:45:00,29/01/2018 04:33:25
836,9,17,3319,26/01/2018 14:51:00,29/01/2018 03:16:28
837,12,284,39915,26/01/2018 15:24:00,29/01/2018 07:02:03
838,7,194,40901,26/01/2018 15:57:00,28/01/2018 17:56:30
839,9,123,30023,26/01/2018 16:30:00,28/01/2018 02:29:43
840,9,71,30520,26/01/2018 17:03:00,29/01/2018 03:42:17
846,13,224,3306,26/01/2018 20:21:00,
847,2,360,9240,26/01/2018 20:54:00,
854,6,114,42694,27/01/2018 01:02:00,
878,3,389,9229,27/01/2018 13:26:00,
882,8,292,40473,27/01/2018 15:30:00,
883,2,219,27677,27/01/2018 16:01:00,
885,5,208,19007,27/01/2018 17:03:00,
890,11,173,8345,27/01/2018 19:38:00,
900,10,247,22859,28/01/2018 01:22:00,
913,11,23,38,28/01/2018 10:15:00,
922,1,101,42505,28/01/2018 16:24:00,
930,14,95,42960,28/01/2018 21:52:00,
931,3,68,44324,28/01/2018 22:33:00,
933,13,113,33445,28/01/2018 23:55:00,
947,3,59,18724,29/01/2018 11:54:00,
843,9,374,9090,26/01/2018 18:42:00,28/01/2018 09:15:30
844,13,190,37816,26/01/2018 19:15:00,29/01/2018 03:03:27
845,6,355,15326,26/01/2018 19:48:00,27/01/2018 20:01:56
848,12,323,41152,26/01/2018 21:27:00,28/01/2018 23:37:26
849,12,384,31391,26/01/2018 22:00:00,29/01/2018 04:11:00
850,13,92,18410,26/01/2018 22:33:00,28/01/2018 10:30:52
852,4,40,15869,26/01/2018 23:39:00,29/01/2018 15:33:36
853,2,61,35732,27/01/2018 00:31:00,28/01/2018 03:34:41
855,11,106,21229,27/01/2018 01:33:00,28/01/2018 10:43:22
856,7,357,4563,27/01/2018 02:04:00,29/01/2018 15:43:30
857,8,294,6593,27/01/2018 02:35:00,29/01/2018 00:53:18
859,2,365,12682,27/01/2018 03:37:00,29/01/2018 13:52:32
860,14,228,17710,27/01/2018 04:08:00,28/01/2018 08:44:55
861,5,190,40924,27/01/2018 04:39:00,29/01/2018 15:39:28
862,11,88,40238,27/01/2018 05:10:00,28/01/2018 08:43:07
863,8,52,34823,27/01/2018 05:41:00,28/01/2018 18:16:15
865,2,57,8952,27/01/2018 06:43:00,29/01/2018 23:43:50
866,12,114,17661,27/01/2018 07:14:00,28/01/2018 17:04:43
867,3,81,31868,27/01/2018 07:45:00,29/01/2018 04:26:29
868,6,193,36453,27/01/2018 08:16:00,29/01/2018 02:41:54
869,9,45,8307,27/01/2018 08:47:00,29/01/2018 03:50:28
870,10,30,22375,27/01/2018 09:18:00,29/01/2018 02:28:45
872,11,116,39897,27/01/2018 10:20:00,30/01/2018 04:43:59
873,14,180,6258,27/01/2018 10:51:00,29/01/2018 14:33:51
874,1,30,20417,27/01/2018 11:22:00,29/01/2018 00:20:23
875,2,251,23508,27/01/2018 11:53:00,28/01/2018 16:50:14
876,7,317,27999,27/01/2018 12:24:00,29/01/2018 04:27:22
879,13,4,34976,27/01/2018 13:57:00,30/01/2018 03:36:54
880,1,316,15114,27/01/2018 14:28:00,29/01/2018 00:37:12
881,9,13,17765,27/01/2018 14:59:00,29/01/2018 05:09:52
884,5,78,29669,27/01/2018 16:32:00,29/01/2018 17:53:58
886,13,332,20556,27/01/2018 17:34:00,29/01/2018 13:44:37
888,9,167,36268,27/01/2018 18:36:00,30/01/2018 02:22:25
889,10,86,30776,27/01/2018 19:07:00,29/01/2018 00:48:33
891,7,199,42183,27/01/2018 20:09:00,29/01/2018 16:13:30
892,1,225,42109,27/01/2018 20:40:00,29/01/2018 15:31:25
893,4,46,20016,27/01/2018 21:11:00,29/01/2018 02:48:26
894,6,246,24671,27/01/2018 21:42:00,29/01/2018 00:43:56
896,6,286,27292,27/01/2018 22:44:00,29/01/2018 05:30:16
897,11,85,7962,27/01/2018 23:15:00,30/01/2018 00:27:21
898,2,51,43367,27/01/2018 23:46:00,30/01/2018 16:43:47
899,11,131,35459,28/01/2018 00:41:00,29/01/2018 09:18:35
901,13,352,41363,28/01/2018 02:03:00,30/01/2018 06:14:33
903,12,190,36461,28/01/2018 03:25:00,29/01/2018 09:33:20
904,6,53,23110,28/01/2018 04:06:00,30/01/2018 19:53:55
905,6,326,7171,28/01/2018 04:47:00,30/01/2018 18:53:43
906,9,266,17545,28/01/2018 05:28:00,29/01/2018 07:04:05
907,9,135,32195,28/01/2018 06:09:00,30/01/2018 11:13:01
909,11,129,43233,28/01/2018 07:31:00,30/01/2018 04:48:29
910,14,75,22518,28/01/2018 08:12:00,30/01/2018 07:59:44
911,10,53,29685,28/01/2018 08:53:00,30/01/2018 23:41:36
912,8,209,37451,28/01/2018 09:34:00,31/01/2018 03:57:33
914,13,63,21219,28/01/2018 10:56:00,30/01/2018 17:26:27
915,13,361,2609,28/01/2018 11:37:00,30/01/2018 06:28:09
917,11,261,27661,28/01/2018 12:59:00,30/01/2018 14:23:08
918,6,363,12004,28/01/2018 13:40:00,30/01/2018 17:52:52
919,1,35,23339,28/01/2018 14:21:00,29/01/2018 18:01:47
920,11,48,4703,28/01/2018 15:02:00,29/01/2018 17:45:15
921,12,42,31633,28/01/2018 15:43:00,30/01/2018 01:21:14
924,4,287,41338,28/01/2018 17:46:00,30/01/2018 13:30:37
925,7,57,26757,28/01/2018 18:27:00,30/01/2018 13:27:48
926,9,152,13168,28/01/2018 19:08:00,29/01/2018 20:10:35
927,10,129,29036,28/01/2018 19:49:00,29/01/2018 21:18:07
928,12,313,35113,28/01/2018 20:30:00,31/01/2018 07:32:18
932,8,270,24178,28/01/2018 23:14:00,30/01/2018 17:24:29
934,7,268,28153,29/01/2018 00:51:00,31/01/2018 17:57:49
935,8,1,8787,29/01/2018 01:42:00,31/01/2018 17:27:08
936,10,257,7408,29/01/2018 02:33:00,30/01/2018 05:20:32
937,12,61,39756,29/01/2018 03:24:00,30/01/2018 17:54:05
938,12,350,39102,29/01/2018 04:15:00,30/01/2018 09:37:48
940,9,344,39019,29/01/2018 05:57:00,30/01/2018 20:32:56
941,5,7,22025,29/01/2018 06:48:00,30/01/2018 15:22:02
942,5,345,22510,29/01/2018 07:39:00,31/01/2018 06:55:34
943,5,276,15045,29/01/2018 08:30:00,31/01/2018 01:58:49
944,3,16,8826,29/01/2018 09:21:00,31/01/2018 09:06:56
946,3,268,23940,29/01/2018 11:03:00,30/01/2018 22:34:04
948,4,222,27455,29/01/2018 12:45:00,30/01/2018 23:48:11
949,6,330,28627,29/01/2018 13:36:00,31/01/2018 19:37:48
950,14,140,15229,29/01/2018 14:27:00,31/01/2018 02:16:27
951,10,74,9244,29/01/2018 15:18:00,31/01/2018 23:52:18
953,14,88,35478,29/01/2018 17:00:00,01/02/2018 08:30:12
954,3,209,27875,29/01/2018 17:51:00,31/01/2018 10:05:58
955,11,310,12228,29/01/2018 18:42:00,01/02/2018 08:42:44
956,9,194,25936,29/01/2018 19:33:00,01/02/2018 09:17:21
957,12,164,4313,29/01/2018 20:24:00,01/02/2018 08:14:19
958,14,105,32145,29/01/2018 21:15:00,01/02/2018 01:39:23
960,11,155,11249,29/01/2018 22:57:00,01/02/2018 16:03:54
968,2,89,27574,30/01/2018 03:44:00,
982,7,250,38714,30/01/2018 11:12:00,
985,1,350,16345,30/01/2018 12:48:00,
986,12,236,23278,30/01/2018 13:20:00,
1004,11,118,14320,30/01/2018 22:56:00,
1005,3,181,16001,30/01/2018 23:28:00,
1007,2,270,42189,31/01/2018 00:38:00,
1008,3,223,10018,31/01/2018 01:16:00,
1010,6,221,36343,31/01/2018 02:32:00,
1012,10,328,3672,31/01/2018 03:48:00,
1013,1,287,42295,31/01/2018 04:26:00,
1014,11,62,22698,31/01/2018 05:04:00,
1015,3,351,17706,31/01/2018 05:42:00,
1016,5,123,32665,31/01/2018 06:20:00,
1023,10,102,11072,31/01/2018 10:46:00,
1039,2,256,25260,31/01/2018 20:54:00,
1050,13,307,11029,01/02/2018 03:23:00,
1051,14,191,33761,01/02/2018 03:52:00,
1052,5,277,27805,01/02/2018 04:21:00,
1059,7,287,39852,01/02/2018 07:44:00,
1060,4,33,15167,01/02/2018 08:13:00,
1063,5,208,5527,01/02/2018 09:40:00,
1068,4,143,10645,01/02/2018 12:05:00,
1078,3,166,25425,01/02/2018 16:55:00,
963,11,306,11387,30/01/2018 01:04:00,01/02/2018 18:33:40
964,3,270,9246,30/01/2018 01:36:00,01/02/2018 12:22:21
965,5,97,33123,30/01/2018 02:08:00,01/02/2018 06:11:02
966,14,136,16989,30/01/2018 02:40:00,01/02/2018 11:30:09
967,6,289,39130,30/01/2018 03:12:00,01/02/2018 18:59:29
969,11,263,40775,30/01/2018 04:16:00,01/02/2018 10:36:40
971,9,158,18378,30/01/2018 05:20:00,31/01/2018 07:42:16
972,11,25,31948,30/01/2018 05:52:00,01/02/2018 22:28:48
973,5,41,12367,30/01/2018 06:24:00,01/02/2018 15:55:14
974,10,33,42379,30/01/2018 06:56:00,01/02/2018 12:54:16
975,7,303,13310,30/01/2018 07:28:00,01/02/2018 19:34:06
977,13,312,9023,30/01/2018 08:32:00,02/02/2018 01:36:45
